user,ulasan,label,tanggal
Gita Navratiana,"Udah deh , top emang shope :)) Mantul . Banyak banget voucher gratis ongkirnyaa",1,07 Maret 2021
said agy,"Menurtku si apk ny bagus , Adanya apk blnja online ini jga , mau blnja apapun jadi mudah , gampang , cpt lagi ..",1,17 Maret 2021
Suci Indah Lestari,"Puas banget belanja di sini, pernah sekali kecewa tapi abis itu enggak lagi wkwk. Gratis ongkir lancar, cashback juga beneran ada. Mantep sih wkwk. Semoga konsisten 🌹",1,13 Maret 2021
rovi saputra,Sangat membantu sekali bagi pengguna shopee yang ingin beli barang yang di inginkan tetapi malas keluar yaa di shopee ajah kuwalitasnya mantap sekali 👍👍👍,1,16 Maret 2021
Indah Ramadhani koto,"Baguss, banyak banget promo dn diskonnyaa vouchernya juga Tapi banyakin dong viucher gratis onkir min 0rupiahnyaa masa cuman 1 hehe Saya yakin pasti pihak shopee setiap harinya bekerja keras buat ningkatin kualitas shopee nya👍👍",1,12 Maret 2021
Ezar Favian Rahmadani,"Aplikasi ini sangat membantu dalam mencari barang yg kita butuhkan. Mukai dari baju, sepatu, tas, dan lain-lain.",1,15 Maret 2021
Wahyu Din,Buat tim shopee..tolong di buat varian berat nya.. masa varian berat barang nya gak bisa di rubah... untuk varian harga tidak masalah. Kasihan buat pembeli . tolong dibantu.. Terimakasih Salam hangat buat tim shopee dari penjual By.orangbogorselaluramah,1,23 Februari 2021
husna Ayu,"Semenjak pake shopee, sekarang kalau mau belanja online ga ribet ribet lagi, apalagi kalau gratis ongkir jadi tambah semangat dong, ditambah lagi kalau pas promo☺️ terimakasih shopee🙏",1,10 Maret 2021
aghna amala,"Mantul banget appnya😭ampe beli apa-apa semua di shoppe pokoknya +++ Aku pake app shoppe ini udah 3 tahun keknya mantul deh❤️suka banget ma shoppe,ditingkatkan lagi yaa👍",1,12 Maret 2021
Dwi Astuti Ningsih,Belanja dishopee asik bngt.. Mudah.n gak mengecewakan selalu. Oiya soal pembatalan pesanan knpa ya aku mau nambah barang udah aq batalin tapi kok masih tetap dikirim ya kan sayang diongkir. Biasa nya klo udah dibatalin gak dikirim barang nya. Tapi ini kok tetep dikirim sih ?,1,04 Maret 2021
Akhi Rahiman,"Saya sangat suka dan puas menggunakan aplikasi shopee untuk belanja online, karena banyak cashback dan vocer gratis ongkir nya",1,16 Maret 2021
Rizma Marwan,"Selalu puas belanja dishopee...pengen blanja lg...lg...lg...buka hp, yg diliat shopee...👍👍👍",1,13 Maret 2021
Dwi Astuti Ningsih,Belanja dishopee asik bngt.. Mudah.n gak mengecewakan selalu. Oiya soal pembatalan pesanan knpa ya aku mau nambah barang udah aq batalin tapi kok masih tetap dikirim ya kan sayang diongkir. Biasa nya klo udah dibatalin gak dikirim barang nya. Tapi ini kok tetep dikirim sih ?,1,04 Maret 2021
Marsih Maraih,Belanja d sopee g pernah kecewa barang nya g pernah gagal banyak diskon lagi pengirimanya juga cepat terima kasih sopee....,1,11 Maret 2021
Waty Purnawaty,Suka bgt blnj di shoopee. Byk potongan harga dan gratis ongkir brg sesuai pesanan dan respon cepat.pengiriman juga cepat..shoopee oke,1,16 Maret 2021
Winda Junita,"beberapa kali susah bgt buat nilai pake video, kaya loading gitu. semoga shopee makin update terus yaa",1,11 Maret 2021
Dony Sekali,"Market pleace yang dapat di percaya... Respon komplain cepat, tepat... Aku suka aku suka.....",1,02 Maret 2021
Rosita Ramadani,"Shoppe sekarang mengecewakan tidak ada lagi vocer gratis ongkir cod ,gratis ongkir shopepay jg jarang ada ada harus beli kecewa banget",1,14 Maret 2021
Nurul Nyit2,"Suka blj di shopee, harga murah dibanding yg lain dan tiap hari ada voucer gratis ongkir dan coinnya 😍",1,10 Maret 2021
Daffa Maqil,Ko jadi susah login yah Kecewa banget Gimana nih min ngga ada respon banget Saya mau pake shopeepay jadi ngga bisa gara gara susah login,1,06 Maret 2021
Dearni Patricia,Saya sangat terbantu dg adanya aplikasi ini utk mencari beberapa kebutuhan saya. Sejauh ini saya puas dg aplikasi ini 😊,1,03 Maret 2021
Nurbaeti Susanti,"Koin ku udh 16k lbh. Mau goyang shopee lg malah lemot. Ga bisa dibuka. Pdhl udh pje wifi, lihak shopee tlong klo bls komen pengguna tuh jgn cuma. ""tetimakasih atas penilaianya. Kami akan terus berusaha memeperbaiki performa kami selanjutnya"" bosen dengernya. Harus hbungi customer service segala. Ntr ujung2nya udh hbungi CS ttep ga ada jwban pasti.",1,07 Januari 2021
Andre Putra,"Sangat membantu sekali, Lebih puas dan harga terjangkau, Lebih komplit dan nyaman",1,28 Februari 2021
7 DIMAS PRASETYO,"Selama saya mesen di shopee,tidak ada keluhan apapun.Barangnya nya juga bagus-baguss semua🤩🤩🤗🤗",1,06 Maret 2021
Hasan Arfan,"Trimakasih karna adanya shopee aku jadi gak perlu repot"" kalo cari barang yang aku inginkan 😍😍",1,02 Maret 2021
Raihana N,"Kalau misal penjual belum ngirim paket juga lewat dari tanggal yang dikira kan trus tiba tiba di batalin sama shopee nya, itu uang yang udah kita bayar ga dibalikin??? Kan secara ga langsung kita jadinya ga beli tuh barang alias belum di anterin.",1,19 Februari 2021
sulistiana venus,Senang belanja di Shopee... Harga nya marah dan kualitas produk yang dijual juga bagus dan original... Mantap,1,14 Maret 2021
soni priyanto,Aplikasi apaan begini jelek !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!??????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!??!;;!!?????!!??!!??!!!!!!!!!!!!!!!!!!!!?!????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!???????????Tapi bohoooooooong hanyuuu instal aplikasi ini sangat memuaskan sekali apa yang ada di pikiran lamgsung tersedia di apk ini 🤗😀😂,1,06 Februari 2021
Umay Maemunah,"Saya suka belanja dishoppe, barangnya ori berkualitas, pengiriman cepat abang kurirnya juga ramah.pokoknya ga nyesel belanja dishoppe",1,12 Maret 2021
Subhan Latief,"Layanan shopeepaylater membuat belanja makin joss, tambahkan limitku donk agar bisa belanja lebih banyak lagi",1,04 Maret 2021
rizki akbari madina Kinong,Tempat belanja paling nyaman..selama kita bijak dalam memilih toko yg terpercaya..,1,12 Maret 2021
Rizka Syahnur,"Saya suka banget, jadi gampang mau belanja, tapi kenapa voucher gratis ongkirnya gak bisa di gunakan? Padahal saya baru aja beli barang dan di toko yang sama. tapi voucher tidak bisa dipakai dengan jawaban ""voucher tidak berlaku pada toko ini"". Jadi semua voucher saya nggak bisa di gunakan bahkan di semua toko. Dan kenapa tidak adalagi gratis ongkir untuk semua pengiriman? Hanya shoppe express standar dan menggunakan shope pay ? mohon bantuan dan perbaikan ya :)",1,30 Januari 2021
I Wayan Dika Cahyana,"Saya udah lama menjadi member shopee, selama ini tidak ada masalah. Dan saya hanya punya satu permintaan yaitu tolong 🙏kasi lebih banyak lagi voucer gratis ongkirnya yang cod min.0 belanja 😁😁😁",1,02 Maret 2021
farah 567,Hai namaku fara aku suka banget shopee aku mau nyari hadset bluetooth yang ada telinga kucing nya bagus banget Lo mau tau bayar pakai apa aku bayar pakai uang tabungan ku yang tersayang lalu Aku maubeli baju yang bagusss banget sayang nya uang ku hbs ga bisa buat beli dong tapi headset bluetooth nya bagus kayak nya bisa Nyala de yang punya aku mau tanya bisa nyala atau gak kalau gak gpp aku bisa denger lagu kesukaan ku maaf kalau ada yang salah ketik soalnya gak jago ketik yauda by gys,1,09 Maret 2021
Selo Strong,Memudah kn untuk berbelanja belanja jd ga ribet hrs kluar rumah..buat admin tolong dong yg COD/bayar setlh barang sampai diperbanyak ✌👌,1,04 Maret 2021
Mia 86,"Shopee is the best, pngntaran cpt dan harga terjangkau..love love deh buat shopee.",1,06 Maret 2021
Lisa Yellow,Saya syukaaaaaa... Apalagi selalu dapat gratis ongkir.. luv luv luv...buat shopeeee🥰🥰🥰🥰,1,16 Maret 2021
Aurel Danu,"Aplikasi yg dulu banyak peminat ,tapiii skrg gara jarang dapat gratis ongkir.sedikit:(",1,22 Februari 2021
Indra Hidayat,Shopee memang yg terbaik . Semua menjadi mudah dan bnyak vochernya belanja bisa lebih hemat dengan shopee🙏 .👍👍👍👍,1,04 Maret 2021
Vita Nisa,Utk saat ini pemakaiannya masih bagus dan normal nggak ada kendala. Semoga makin jaya buat shopee,1,15 Maret 2021
Eko gaming,Aku ksh bintang 5..selama belanja di shopee.. tidak pernah mengecewakan...mks 🙏,1,28 Februari 2021
REFI_GAMING 50,"Buat yang mengulas Aplikasi Shopee kalian jangan komplain masalah di Ulasan, karena percuma gak bisa terselesaikan, klo ada masalah tu lngsung ke CS agar bisa tertangani, disini itu tempat memberikan penilaian bukan tempat komplain ya!",1,22 Februari 2021
Rizka Yunita,"Aplikasi ini sangat memudahkan saya berbelanja online, tanpa harus ribet transfer antar bank,. Terima kasih shoppe",1,15 Maret 2021
janika janika,"Suka banget, belanja nggak ribet, murah lagi. The best lah pokoknya shopee ♡",1,26 Februari 2021
Dwi Yulianto,"Memudahkan, banyak event berhadiah, banyak promo dan banyak diskon. Mantap👍👍👍.",1,10 Maret 2021
Ranti Syapriani,"Diantara semua aplikasi olshop aku paling suka dengan shopee, Barang lengkap, harga terjangkau, produk kualitasnya bagus, dan yang pasti banyak vochernya, trus juga ada gamenya The best lah pokoknya",1,07 Januari 2021
Tisaa Basreng,Aplikasi apa ini hah? Ya jelas aplikasi belanja terbaik no 1 dongg apk nya bagus bangett harus banget download kalian!! Jangan sampe salah milih aplikasi yaa shopee bagus bangettt engga ngerti lagi cara ngungkapin nya gimana yaaa pokonya bagus banget luvv kalian wajib banget yaa download shopee tapi bohong hayuuuu jelek haha jangan di download saya kasih bintang 5 karena kasian nanti nangis haha,1,04 Januari 2021
luluk aulia,"Alhamdulillah memudahakan saya mencari barang yg diingikan,potongan ongkirnya juga lumayan ada cashbackny lgi smga tambah bnyak lagi gratisanya,dan semoga semakin baik lagi😍",1,15 Maret 2021
D- EduTech,Mantabb.... Barang apa saja ada... Tiap bulan saya belanja sampai 8 kali... Cocok untuk para UMKM yang ingin buka usaha sendiri... Harga terjangkau...,1,01 Maret 2021
Dewi Lailiyah,"Bagus,memudahkan belanja dari rumah,murah dan super hemat.semua lengkap.banyak discon,bebas ongkir...💓💓",1,14 Maret 2021
Sri Handayani,"Thankyou shopee karna sudah mempercayai saya dengan memberi limit paylater juga limit Spijam , semoga limit yang shopee berikan bermanfaat untuk saya, 🥰🥰🥰",1,06 Maret 2021
Pasli Official,Sangat puas dengan berbelanja di apk shoppe. Sukses selalu buat shoppe. Terimakasih.,1,10 Maret 2021
Rio Umbara,"Suka dgn shopee..barang""nya murah kwalitas bnyk yg bagus, dangat mmbntu beli barang dgn kondisi seperti ini",1,08 Maret 2021
arief helvan,Memudahkan berbelanja dan selalu ada gratis ongkir....sangat puas belanja di shopee....😘😘😘😘,1,09 Maret 2021
Rosari Anastasya,"Aplikasi ini gak sesuai yang di pesan!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! tapi bohong kalian harus download aplikasi ini,aku suka banget 😇",1,14 Februari 2021
Mas Huri,Yah... senang fan menyenangkan.ALKHAMDULILLAHHIRABBILAALAMIIIN...... SUBKHANALLOH.SUBKHAANALLOH. SUBKHAANALLOH.,1,27 Februari 2021
Alif Fiana,"Aplikasinnya mudah dipakai, cuma kadang suka ngerasa penuh aja, sama tiba tiba ngelag dan keluar sendiri",1,16 Maret 2021
nur arafah,"Shopee emang TOP, Namun sayang blum bisa ikut jualan sampai sa'at ini ( kendala di pengisian data ongkir ( setelan atur berat, lebar, panjang dan tinggi, namun tampilan simpan atau tampilkan tidak muncul. Sy sdh minta bantuan melalui chat shopee, ,( sdh di kasi solusi tapi blum bisa juga ), Kadang sering habis waktu hanys untk ingin posting barang jualan, UJUNG2 NYA GAGAL",1,18 Februari 2021
rajifa firdaus,"Sangat membantu untuk memenuhi kebutuhan sandang,pangan,maupun papan lengkap bangettt",1,02 Maret 2021
Muspita Sari,"Kepada Shopee yang terhormat, apa memang setiap berapa hari sekali harus update ya...lemot banget soalnya",1,07 Maret 2021
Nurhamidah Nasty,Shopee terbaik..pelayanannya sangat memuaskan..produknya bagus semua..love shopee,1,11 Maret 2021
Wahyu Wibowo,"Trimakasih shopee, blanja dishopee sangat menyenagkan, beli barang dari yg murah sampai yg mahal ada, bisa disesuaikan bajet yg disaku, harga sesuai kualitas, yg lebih menyenangkan banyak promo gratis ongkir, terimakasih shopee mantap mantap tap tap tap,,,",1,01 Maret 2021
Achmad fauzan zakaria,Mau nanya dong saya kan lupa akun shope saya yg lama dan itu udh ada paylaternya apakah diakun baru bisa mendapatkan nya?,1,06 Maret 2021
mohamad mauludin,Thx semoga semakin bagus aplikasi nya dan banyak lagi pengunjung serta hadiah2 ny.. toko saya ASPORT98,1,04 Maret 2021
Umi Fadlilah,Mmbantu dlm mncari brg yg dibutuhkan syg nya klo lg beli u layani tmn2 brg2 di aq.. Pesen disatu toko.. Nyusul siang pesen lg.. Sorean dikit beli lg.. Pdhal brg lom dipacking maunya tuhh ga usah kena ongkir lg.. Perkilo aja .. Jd ga beratin ongkir apalagi jauuh.,1,02 Maret 2021
RaFF 83,"Aplikasi Belanja Online terbaik!!! Kalau bisa kasih fitur, bayar cicilan tagihan shopee paylater. Jadi bisa nyicil dikit² sebelum waktu bayar penuh.. 😁😁",1,06 Maret 2021
Fathia Aqila,Bagus Tapi ni ya gua belanja ni min katanya kan dpt koin Shopee tpi gua ga dpet min Gimana dong min. Mimin kan baik tolong dong,1,16 Maret 2021
Pawon Ndeso87,"Baru beberapa bulan pak shopee,Allhamdulilah aman dan lancar2 saja. Semoga ke depannya makin lebih baik lagi",1,07 Maret 2021
Satria Lsundry,"Shopee gimana sudah member gold aktif belanja, tapi belum bisa pay later wkwkwk🤣",1,16 Maret 2021
Anggun Devita dewi,Suka...!!smoga banyak lg vocer geratis ongkir yg saya dapat jdi lebih semangat😄,1,06 Maret 2021
Ratna Prasetyaningsih,"Senang blnj di shopee,apalagi kalo sering dpt voucher gratis ongkir,pasti sering blnja jg..",1,09 Maret 2021
Dewi Kusnawati,"Alhamdulillah sejauh ini sangat merasa terbantu dengan adanya Shopee, terimakasih shopee",1,16 Maret 2021
Sri Rahayu Ningsih,Belanja gampang dan tdk ribet...banyak diskon lagi...itu yg aku suka...,1,27 Februari 2021
Fauziyah Wandari,"Hai aku juga termasuk pengguna baru di shopee dan selama aku make shopee alhamdulillah tiap barang yang aku terima dalam keadaan yang baik.......... pengemasannya pun juga sudah baik, walau aku masih belum terlalu mengerti dengan voucher nya hehe................ Lancar terus kak dan aku berharap bisa COD semua hihi soalnya aku sering ga jadi beli karna barangnya ga bisa COD... Ywdh segitu aja kak hehe",1,02 Maret 2021
Suci Rahmawati,"Alhamdulillah apk nya bagus dan saya belum merasakan kekecewaan terhadap pembelian dan semoga jangan,saya umur 13tahun dan bekerja bisnis online melalui shopee semoga rezeki saya lancar,, Bismillah lagi berjuang buat hp shopee serba 10,meskipun kadang kesel ya harus update tiap bulan🤓tapi demi gratis ongkir hehe",1,28 Januari 2021
shifter kun,Saran saya shoppe untuk menambah pitur pada paylater jika ada yang ingin membayar semua tagihan secara keseluruhan tidak satu bulan sekali begitu jadi bayar langsung semisalnya tagihan pertama sampai akhir di bayar langsung,1,22 Februari 2021
Sugiarto,"Diupdate ko malah makin jelek, load konten/image lama dan tidak muncul, sangat kecewa.",1,28 Februari 2021
Anthoni Herodes,Mantap.. usahakan selalu di jaga kepercayaan kami belanja di shopee di tambah harus cepan kalau ada omplain pembeli,1,11 Maret 2021
Naila Nuur,"Bagus sih, tapi sekarang gk bisa milih pengiriman jnt, id ekspres, karena kalo mau belanja uang nya pas²an, terus mahal di ongkir, kan akhirnya gk jadi beli...",1,16 Maret 2021
Nadiya Januardi,Sangat menolong dan mempermudah saya untuk berbelanja.. Spaylater dan Spinjam juga sangat² membantu 🙏 Sukses selalu shopee ❤️❤️😭,1,13 Maret 2021
apuk suyanto,"Top markotop, fitur2nya mudah dimengerti, apalagi bg pemula yg baru buat akun. Shopee is the best.",1,24 Februari 2021
Indra Prasetya,"Mantap... Trm ksh Shopee pesanan cepat dan akurat, thanx buat kang kurir nya.",1,27 Februari 2021
Erik Heriyanto,Shopee pinjam aku knapa blm muncul2yaaaa? padahal aku pengguna shopee yg aktif baik shopee pay dan shopee payleter nya bagus pembayarannya..ayoo dunnk shopee pinjammya di munculkan biar lebih semangat lagi pake shopee,1,26 Februari 2021
Danu Said,"Pengiriman cukup cepat, aplikasi sering kembali ke halaman depan....lhaaah piye jal ☕☕",1,13 Maret 2021
Dian Fitri Samsi,Marketplace yg Terlama n paling Paham pengunaannya...Semoga Semakin Berkualitas dan tidak ada lagi Penjual yg tidak bertanggung jawab,1,13 Maret 2021
Desi Yana,"Suka sekali belanja di shoppe,,mudah dan cepat,bnyk geratis ongkir lagi..top DECH pokok ny👍",1,16 Maret 2021
Kevin Danis,Barang nya bagus dan murah meriah.semuanya hanya di shoope kalau di toko online lainnya biasanya mahal.yg murah sekali tidak ada,1,05 Maret 2021
Sutana Ipunk,"Ok banget cukup puas, komplit dengan kategori apa yang akan di pesan",1,17 Maret 2021
Retno Aisyiah,Min kalau mau lihat menu shopee food dimana nya ya? Kok di shopee saya ga ada shopee food?,1,11 Maret 2021
Kevin Danis,Barang nya bagus dan murah meriah.semuanya hanya di shoope kalau di toko online lainnya biasanya mahal.yg murah sekali tidak ada,1,05 Maret 2021
IDA AYU KOMANG APRILIANI,Shopee bgus skali..saya suka..brang nya realpict dan dikemas dgn baik..smoga trs begini yah dan tingkatkan lagi..mksih❤,1,13 Maret 2021
Nuha Nurjihan,"Mantep bgt, salama pandemi begini bikin belanja jadi mudah dan praktis banyak gratis ongkirnyaaaaaa. Kerennnnnnnn.",1,06 Maret 2021
roti kering,"Aplikasinya burikk ...........................................................................................................................................................................................................................................................................................................................................................................................Tapi boong, aplikasi bagus banget mudah di mengerti buruan download shopee!!!",1,22 Januari 2021
Glorya Adriana,"Sejauh ini shopee gapernah mengecewakan. Bagi yg ngerasa pernah dikecewain krn belanja disini, mending sebaiknya recheck dulu ulasan2 serta rating dari setiap produk👌",1,10 Maret 2021
Rika Harika,"Dari sekian banyaknya aplikasi belanja online,saya hanya percaya dgn Shopee 😊, sukses terus ya Shopee. Buat yg blm yakin belanja online, coba aja dulu pakai Shopee nanti pasti GK Takut lagi buat belanja online☺️",1,04 Maret 2021
Wiwin Nur Fhitri Damopolii,"Alhamdulillah saya belanja di shopee tidak pernah kecewa, barang yg di pesan selalu sesuai keinginan 😊",1,04 Maret 2021
Abdul Rohim 77 Chanel,Terima kasih Shopee Belanja puas dari rumah aja Sy sangat terbantu dalam berbelanja tanpa harus repot2 keluar rmh,1,13 Maret 2021
ika septia,"Shopingnya mudah, harganya lebih murah dibanding aplikasi lain. Banyak voucher cashback👍",1,07 Maret 2021
trienita chitrawardani,"Shopee kok tambah keren yah. Sejak awal belanja di Shopee Alhamdulillah pesananku selalu real pict dan gak pernah terima barang cacat atau masalah lainnya😘😘😘. Apalagi kalo ada promo gratis ongkirnya, kadang sering Khilaf 😜😁. Sukses terus yah Shopee",1,28 Februari 2021
jaka gledek,Buat para pengguna shopee hati2 dan waspada kalau anda dapat undian atas nama shopee lewat SMS ata WA karena itu adalah penipuan,1,06 Maret 2021
nursyahadah,Selama ini belum pernah dikecewakan aplikasi ini. Sempet ada kendala tapi tim shopee gercep nanganinnya.,1,14 Maret 2021
dewi S soegeng sarjadi,Barang barang lengkap sesuai descrifsinya Pesanan mixer saya tolong secepatnya ya dikirim untuk kado Putri saya yang gemar bikin Roti😇😍,1,28 Februari 2021
yulia praptiwi,"Kok punya saya bug ya?? Di pilihan pengiriman cuma bisa milih reguler aja. Biasanya ada JNE, J&T dll",1,17 Maret 2021
Romeesa dan Khanza,"Untuk belanja online top,tapi kenapa shopee food saya g ada ya,kemarin sempet order 1x mau order shopee food lg g ad merchant nya",1,04 Maret 2021
Danydany Dany,"Buat kurir shopee express atau shopee standard express khususnya yg di makassar.tlg terapkan jg nmr tlp/hp yg fpt di konfirmasikan.jgn cmn alamat doank sj.seperti sy ini di barru makai kurir shopee standard,gimana caranya mau cek paket yg sdh tiba disana??? Gimana mau bertanya ke kurir disana??? Sementara di barru gak ada drop point kurir shopee standard...kan bengong jadinya. Di cek dipengantaran gak ada ke barru yg ada cmn ke pare-pare sj. Andaikan ada nmr tlp kurirnya yg dimakassar gak repot.",1,27 Februari 2021
Eko gaming,Aku ksh bintang 5..selama belanja di shopee.. tidak pernah mengecewakan...mks 🙏,1,28 Februari 2021
Pengguna Google,"Mudah diakses cepat dan baik pelayanannya banyak kemudahannya , saya suka banget.",1,05 Maret 2021
Siti Sarinah,"Pakai aplikasi shoppee byk sekali keuntungannya, suka karena aman belanja disini, juga senang karena ongkir yg gratis, serta suka dengan flaz sale nya meskipun tdk pernah kebagian dgn brg yg diinginkan",1,21 Februari 2021
Adi Redaster,Trimakasih saya sudah terbantu dengan adanya shopee karna saya selalu sibuk.. Dengan adanya sohopee saya misih bisa buka usaha lewat shopee,1,27 Februari 2021
Zainul i,Shopee tempat belanja paling oke....murah...terpercaya....pengiriman juga cepat ...pokoknya goood....shopeee,1,09 Maret 2021
Dami Dudi,"Saya Pengguna Baru, Suka sekali dengan Applikasi ini karena penggunaannya Mudah/ Gampang",1,26 Februari 2021
Vina Wulandari,ecommers pertama yg saya pakai. dari dulu sampai sekarang paling nyaman pakai shopee. mudah digunakan juga,1,08 Maret 2021
khabib burhan,Bisa mencari barang apa saja yang dibutuhkan tapi harus tetep waspada & jeli dalam memilih produk yang dijual,1,05 Maret 2021
Susiana Wu,Senang sekali dapat berbelanja di sini.. gampang.. byk free ongkir dan tdk ribet..,1,12 Maret 2021
Reza Setiawan,Jangan khawatir kecewa di shopee kalau belanja. Karena shopee selalu benar dengan yg di promokan.,1,11 Maret 2021
Acep Muhamad,"Shopee pokonya terbaik deh aku suka banyak diskon nya,,hanya saja di gratis ongkir nya harus ada voucher dulu baru bisa grtis ongkir,,pengennya sih jangan pake voucher2 segala yg penting udah min pembelian grtis ongkir jangan pake voucher gitu giliran yg gk punya voucher gak bisa grtis ongkir",1,26 Februari 2021
Izzuhu Zabdan,"Untuk para pelanggan yang memakai aplikasi shopee untuk beli-beli, perhatikan produk dengan jelas, lihat detil toko yg memasarkan produk, jangan sampai ketipu sama toko yg ga punya dispensasi utk pelanggannya. Saran saya utk toko yang kirim pesanan secara random ke pelanggan yang cht admin penjual gak d respon karna stock habis, tooooloooooong kalau kirim produk random itu sesusaikan sedikit dgn bentuk, motif, warna, yang mendekati pesanan pelanggan, pelanggan mana tau stock yang di pesan habis",1,07 Januari 2021
Yani Alif,"Alhamdulillah 🤲 selama saya pesan tdk mengecewakan, kecepatan pengiriman barang sangat baik.Belanja online lebih mudah.Suka deh Shopee bisa COD 👌",1,05 Maret 2021
Agustina Haryati,"Harga murah bersaing, kalau ada toko yg nakal shoppe sangat baik menanganinya, asalkan buktinya bagus",1,15 Maret 2021
Mayla AZ,Sangat bagus !!!!!!!!!!!!!aplikasi ini sangat membantu trmksh,1,28 Februari 2021
Azkiya Twins,Ya sih bagus lumayan tapi disana kita bisa liat barang 2 lain yang bagus2 dan kita juga bisa belanja apa saja kita bisa belanja topi tas dll,1,03 Maret 2021
Dini Sinten,"Saya puas belanja di shopee,,,harga terjangkau barang""nya bagus.makasih shopee.",1,12 Maret 2021
Bagus Kasih sanjaya,"Saya di beritahu yang mengatas namakan pihak shopee kk, katany saya menang undian cashback belanja 2 juta benar gak?",1,10 Maret 2021
GHIFFAR media,"Gara2 iklan event popup jadi berat ni aplikasi gan :(, loading screen ke branda jadi lama, padahal hp saya gak kentang2 banget :(, kalo mau pindah ke toko saya terkadang load dan blank putih, harus di close dlu, baru buka lagi, Tetep bintang lima min, :)",1,03 Maret 2021
Faizah sr qq Masyhudi,Mau tnyak.. Bgmna cra mendapatkan shopee pinjam?? Soalnya temen sya dpt.. Tpi d sya blm ada... Padahal sma2 tdk jualan d shopee..tpi sering belanja... Mohon penjelasannya Terimkasih,1,25 Februari 2021
Nilamwijaya Mustikawangi,Belanja online aman nyaman. Banyak discon. gaperlu ribet panas² keluar rumah.cukup pake hp pilih barang cari discon + gratis ongkir + nya lagi dapet casbek mantap jiwa...😉,1,11 Maret 2021
dewi sinta,"Selama saya belanja di shopee barang yg datang belum pernah mengecewakan dan sesuai dg gambar yg di aplikasi,dan toko selalu menanggapi semua chat saya sebagai konsumen dan pelanggan. Sukses selalu buat shopee",1,19 Februari 2021
Syah Putra,Ya kasih bintang 1 dulu nantik kalau bagus ogkir nya murah saya kasih full bintang saya tambah jadi bintang 5 pegiriman cepat barang bagus oke lah terima kasih,1,15 Maret 2021
Pengguna Google,"Suka banget.. Salah satu e-comerce yang paling aku suka. Belanja mudah, banyak gratis ongkir, favorite ku :Shopee, Zalora, carousell.. Semoga Shopee kedepanya makin maju 👍",1,05 Maret 2021
Agung Pamungkas Channel,Sangat membantu bagi anda yang sering belanja online ... vocernya ngagetin banget... 😁👍mantap,1,16 Maret 2021
Hanifah Hazizah,Terima kasih buat shopee terutama buat koin gratisnya yg bisa kita dptkan setiap saat.semoga shopee semakin lebih baik,1,25 Februari 2021
Nafa Ullina Cintya Ramadhani,"Saya sudah beberapa kali order di Shopee dan saya suka karena tidak mengecewakan barangnya, buruan download Shopee sekarang",1,14 Maret 2021
Rosita Ramadani,"Shoppe sekarang mengecewakan tidak ada lagi vocer gratis ongkir cod ,gratis ongkir shopepay jg jarang ada ada harus beli kecewa banget",1,14 Maret 2021
must ova,"Shopee salah satu wadah bagi penjual dan pembeli, khususnya Spaylater sangat membantu untuk kredit sesuai keinginan dan kebutuhan. Merupakan salah satu online shop app terbaik yang pernah saya jajal. Terimakasih banyak",1,18 Februari 2021
Gilang Samudra,"Naikin atuh limit paylater sama SPinjam saya, sakitu udah rajin belanja juga, sama rajin beribadah saya teh. Amiin.",1,14 Maret 2021
Modif Saketi,Gw pake shopee dari 2018 dan yg paling gw seneng pas gw kena tipu dan akun gw dipegang sama orng lain tap shopee bisa ngambil kembali mksh shopee,1,10 Maret 2021
Ruth Situmorang,"sangat menyenangkan belanja di sini. Kebutuhan rumah tangga semua ada. Sangat tertolong, saya ngk harus habisin waktu dan tenaga buat pergi ke luar belanja.",1,13 Maret 2021
Armon Gaes,Aplikasi.a udh di update... Tp qo shoppe food.a masi ga ada yah....???,1,09 Maret 2021
Sugiarto,"Diupdate ko malah makin jelek, load konten/image lama dan tidak muncul, sangat kecewa.",1,28 Februari 2021
ZIYAN 15,selama belanja online di shopee blm pernah mengalami kendala yg berarti. pokoknya the best deh...👍👍👍,1,07 Maret 2021
Rizqia Rindiani,"Aplikasi ini bagus,tapi tolong dong pastiin barang yang datang realpict ya min,tapi aku suka sama shopee💜💜💜💜💜💜",1,03 Maret 2021
Leny Hartatik,Sekarang udah ada shopee pay jadi lebih enak krna sering dapet gratis ongkir walaupun ada minimalnya tpi g ada biaya admin jika mengisi saldo semoga bertahan seperti ini mantaaaaap,1,06 Maret 2021
Bang Yusz,"Aplikasi beli online recomended banget nih, Ayo buruan Instal di handphone kalian.!!!!",1,04 Maret 2021
